comment,stars
mọi người nếu mua sản phẩm theo kiểu để sử dụng lâu dài nên coi kỹ hạn sử dụng nhất là đối với các mặt hàng nguyên hộp có thể bị khui rồi dán lại bằng băng keo,3
co op mark hoà bình siêu thị tầm trung nhưng mặt hàng thì đa dạng có thể phục vụ cho hầu hết mọi đối tượng khách hàng cung cách chuyên nghiệp nhanh chóng tuy nhiên còn hạn chế là chưa tư vấn cho khách hàng một cách thấu đáo nhất bố trí hàng hoá còn có phần bất tiện cho khách nhiều kệ hàng không hữu dụng lắm,3
hàng hoá đa dạng giá tạm ổn nhưng nên mua những hàng mà ngoài chợ không có bán thôi vì có những mặt hàng còn cao hơn giá chợ và bhx nhiều,3
không đủ đồ lắm mình kiếm đũa nhựa trắng mà chỉ còn đúng bịch đôi đũa haiz siêu thị mình nghĩ cũng lớn mà không có đủ đồ chán ghê luôn,3
trung tâm thương mại cạnh đường hoà bình dễ mua bán nhiều mặt hàng giá cả hơi đắt,3
trải nghiệm mua sắm bình thường lượng khách hàng đến co op mua sắm giảm nhiều so với trước đây so với các siêu thị khác mặt hàng kém đa dạng hơn và giá cả cũng có phần cao hơn,4
giá cả bình dân lối đi tương đối rộng không quá đông khách nên tăng thêm nhân viên ở quầy bán hàng khuyến mãi để khách không chờ lâu,4
rộng rãi có đường dành riêng cho người khuyết tật ngồi xe lăn,4
giữ xe tốn quá tới không lận ít hàng và cũng không tươi lắm,4
co op mart đêm giao thừa,4
cửa hàng nằmình tại vị trí không được thuận lợi đường chu văn an có đoạn đường hơn khuyến mãi rất hẹp tuy nhiên coopmart có đội ngũ nhân viên chuyên nghiệp nhanh nhẹn và ân cần,4
siêu thị mà mọi người nên ghé mua sắm,4
nhiều mặt hàng mẫu mã đa dạng,4
nằm trong chung cư đất phương nam,4
một địa điểm mua sắm phổ biến tại chu văn an quận bình thạnh tp hcm,4
siêu thị thuộc tầng trệt của chung cư ngay bên cạnh cầu chu văn an,4
mấy ngày tết chờ tt lâu quá,4
khu trò chơi trước cổng bước vào siêu thị nho nhỏ không có nhiều trò chơi nhưng phí không thì cũng hợp lí dù sao bé cũng không chơi gì nhiều,4
hàng hoá đầy đủ siêu thị lớn có chỗ đậu xe đồ tươi sống khá thôi chưa phải thật tươi,4
quang cảnh bên ngoài trông nên thơ lắm vì khổ đường rộng mặt tiền lớn không gian thoáng mát xanh xanh tươi tắn xe các loại có thể dừng đỗ trong khuôn viên và có thể mở rộng đến tận hành lang đi chuyển ở mặt đường ngoài thoải mái và thuận tiện rất nhiều thuận lợi cho coop chu văn an có nhiều điều kiện sáng tạo thêm nhiều hình ảnh qủang cáo và decor cũng như rất ấn tượng cho công tác roadshow toàn khu vực dân trí cao an toàn trong di chuyển tây ta sống hoà thuận con trẻ có địa điểm sinh hoạt vui chơi cư dân thêm điều kiện giao lưu và gặp gỡ trong mua sắm và trong trao đổi sinh hoạt thường ngày coop chu văn an thật khó có nhiều nơi giống như thế trừ khu vực ở tỉnh lỵ và ở thành phố khác đã đạt trình độ đô thị hoá cơ bản đúng yêu cầu cheers,4
siêu thị mới khai trương vào cuối tháng diện tích tuy không lớn hàng hoá không nhiều và sung túc như coopmart đinh tiên hoàng nhưng siêu thị sạch sẽ sáng trưng bày khá tốt nhân viên phục vụ nhiệt tình vui vẽ đặc biệt là thu ngân tính tiền nhanh khách không phải chờ lâu tuy giá giữ xe do tư nhân kinh doanh nhưng khi kh mua sắm hoá đơn không là được nhân viên thu ngân phát phiếu giảm giá giữ xe không rồi nên cũng không mắc đâu nhớ hỏi nếu tn quên đưa phiếu giảm giá,4
thời gian trước có hay đi chi nhánh bên này nhưng thời gian gần đây ít đi lại vì thời gian chờ tính tiền khá lâu vì ít nhân viên,4
nói chung đi quen từ thời citymark thuê lận mình có xem các đánh giá khác thì mình có khuyến cáo sơ khi đến siêu thị này để khỏi phiền lòng như các bạn bên dưới vào gửi xe có phí vì coop chỉ thuê tầng kinh doanh xe số không xe ga không nhưng siêu thị hổ trợ không khi mua hàng nên chỉ tốn không không khi lấy xe thôi còn bọn muốn free thì vào trung tâm xuống hầm như lotte vin nha người giữ xe là có hợp đồng với toà nhà nên có thể kém về học thức ăn nói khó nghe nhưng việc của bạn là đến bãi đợi ghi số rồi lấy giấy cất xe vào bãi lúc về thì lấy ra mắc mớ mẹ gì mà kiếm chuyện cho ngta chửi rồi vào đánh giá tiếp vào mua hàng chia khu dưới là thực phẩm trên là phi thực phẩm mình khuyên nếu muốn mua cả thì tới thang cuốn lên lầu tham quan mua sắm trên đó trước lúc ra tính tiền nếu không muốn mua thực phẩm thì thanh toán luôn còn mua tiếp thực phẩm thì mạnh miệng nói với em thu ngân là mình sẽ xuống mua rồi tính bên dưới luôn xong chỉ cần lúc đẩy ra bảo vệ xác nhận hàng xuống là ok cứ đẩy hàng xuống rồi vào khu thực phẩm mua sắm tiếp nếu hàng nhiều thì nhờ bảo vệ phụ lúc thanh toán nhớ nhắc em nhân viên cho vé không gửi xe nhầm lúc bé nó quên nếu mua nhiều thì xin luôn phiếu cũng được với mình thì lúc nhân viên tính tiền thì mình sẽ theo dõi các thao tác scan và bỏ hàng vào bao chứ không như các mẹ ngắm trăng sao hay soi các anh đẹp trai rồi lỡ em nó quên bỏ vào thì lại lên cmt chửi cứ kiểm soát hết thì việc đi mua sắm của bạn sẽ rất thoải mái nha bên phải cửa ra vào có cây atm bên trái cửa là khu hổ trợ khách hàng kí giao hàng máy in mã thẻ đi mua sắm thoải mái chứ đừng bực tức đừng chấp nhất các em nhân viên như kẻ nhỏ mọn thực sự,4
tìm nhân viên để hỏi món hàng đó có bán không để chỗ nào thực sự quá khó kím muốn hết siêu thị quá mất thời gian trong việc tìm kím,3
siêu thị cần sắp xếp bố trí lại bãi đậu xe cho có tính thẩm mĩ từ ngoài nhìn vào phần lớn chỉ thấy bãi đậu xe che mất đi mặt tiền của siêu thị,3
bãi xe đã quá tải cần có mái che nên lưu ý đến vấn đề này để giữ khách,3
rộng rãi nhiều hàng hoá chỗ để xe rộng giá hợp lý nhưng nghỉ bán sớm hơn giờ pm,3
mua đồ dùng bình thường thì có đủ nhưng nếu muốn ăn uống thì khó ak bán đồ nhìn chán lắm,3
thuận tiện đi lại giữa các quận tân phú bình tân hàng hoá đa dạng phong phú nhiều chương trình khuyến mãi,3
hang hoa chap nhan duoc nhung say ra tinh trang mat cap non bao hiem cua khach,3
khu vực mua sắm thuận tiện thường xuyên có các chương trình khuyến mãi,3
nơi mua sắm cuối tuần đáng tin cậy cho các ông bố bà mẹ sau tuần làm việc vất vã,3
làm đồ ăn lâu dễ sợ luôn nhân viên không vui vẻ lắm có hai người làm à đồ ăn tạm đươc,3
hàng hoá không đa dạng như aeon giá hơi cao so với các siêu thị khác,3
hôm nay vắng khách hàng hóanh nhiều phục vụ tốt,3
cũng đủ đồ mua khuyến mãi cũg hấp dẫn có nhiều món đồ hơi mắc,3
phục vụ rất ok giữ xe chi có đ khi mua đồ,3
bán hàng bình dân phù hợp số đông trưng bày không đẹp không gian nhỏ không bán hàng cao cấp,3
siêu thị này có hạ tầng khá cũ so với các hệ thống siêu thị đối thủ hiện thời,3
siêu thị khá ổn nhưng hơi nhỏ phòng game cần cải thiện kh có sạch sẽ,3
cho em hoi sieu thi minh co ban day cot de dan vong ngoc ti khong anh,3
đã mua habgf còn tốn phí gởi xe vnđ,3
mất biên lai để đổi quà do nhân viên ở lotteria không để ý buồn hết sức,3
để lên lầu cần đi ngược ra cổng thanh toán siêu thị có phiếu giảm giá gửi xe,4
nằmình dưới khu vực chung cư phương nam tầng bán vậtôi phẩm bánhưng kẹo rau của quả tầng bán quần anh́o sản phẩm không phong phú giá tạmình được đồ ăn không phong phú tầm giờ các đồ ăn được giảm giá cư dân chung cư hay mua đồ ở đây lưu lượng khách bìnhưng thường không đông,4
chủng loại hàng hoá đầy đủ như phong cách của co op mart hai khu bán hàng riêng biệt với quầy tính tiền cũng riêng biệt nên khá bất tiện mặt bằng chỗ giữ xe hơi nhỏ hẹp,4
đa dạng sản phẩm quầy thanh toán hai tầng khác biệt giá giữ xe là ngàn được hỗ trợ ngàn khi mua sản phẩm,4
nhà gần siêu thị nên hay ghé từ khi coop mart đinh tiên hoàng đóng cửa thì đây là nơi mình hay tới mua sắm những món đồ thiết yếu trong gia đình sử dụng giá cả cũng tốt không gian rộng rãi thoải mái,4
đây là siêu thị trong chuỗi siêu thị của hệ thống coop mart mình cảm thấy rất yên tâm về mặt giá cả siêu thị này cũng mới hoạt động nên có thể có một số hạn chế nhưng chắc chắn là họ rất quan tâm đến những khách hàng mới,4
mọi thứ đều ổn đồ ăn tươi sống rau củ qủa ok giao nhận tốt chỉ có nhân viên cân hàng chưa linh động,4
nhân viên thu ngân chăm sóc khách hàng không linh động giải quyết hình thức thanh toán cho khách hàng tốt nhất,4
mua đồ ăn trong mùa dịch mọi người ạ được cái thì siêu thị vẫn còn rất nhiều thực phẩm tươi nha mọi người đừng sợ hết thực phẩm nhé,4
rộng rãi mát mẻ giá cả như các siêu thị khác chỗ để xe hơi nhỏ đường đi rất thuận tiện các mặt hàng còn ít,4
nơi mua sắm thuận tiện gần nhà nhân viên tư vấn nhiệt tình,4
siêu thị to rộng có tầng đồ gia dụng và tầng thực phẩm nhiều lựa chọn đa dạng,4
bãi giữ xe chật chội và chưa có hệ thống giữ xe thông minh,4
siêu thị hơi ít mặt hàng so với các coopmart khác gửi xe ghi không nhưng lại thu không các coopmart khác chỉ thu không tiền gửi xe,4
nơi mua đồ đa dạng giá hơi cao so và số siêu thị khác,4
trải nghiệm khá tốt nhân viên cần linh hoạt hơn trong việc chọn người thanh toán,4
dịch vụ tốt khuôn viên sạch đẹp tuy nhiên các mặt hàng chưa được đa dạng,4
siêu thị nhỏ nhưng bán hàng rất ok tiếc là giữ xe tư nên hơi đắt,4
rau lá không được tươi lắm hay bị dập như rau cũ ấy,4
không nhiều đồ lắm ít hơn coop mart đinh tiên hoàng cũ chổ gửi xe hơi khó lấy xe,4
còn hạn chế về nhiều mặt hàng vv,3
hàng đông lạnh không có giá cả trưng bày thưa thớt,3
không thích đi mua ở co opmart vì giử xe có phí,3
diện tích quá nhỏ bán không nhiều mặt hàng,3
sản phẩm tươi sống chưa hấp dẫn lắm,3
điạ điểm mua sắm bình dân thông dụng,3
siêu thị không đa dạng hàng hoá cho lắm,3
thoáng rộng nhiều mặt hàng để chọn,3
cho goi xe nho st nhieu hang hoa,3
mua thả ga không lo về giá,3
lối đi vào không tiếp cận với nkt,3
rất đông người mua sắm cuối tuần,3
cơ sở vật chất hơi xuống cấp,3
hàng hoá ít không đa dạng,3
lối vài giao giàng tương đối tốt,3
giữ xe khá mắt tiền,3
thịt heo ôi cá ươn,3
hang hoa kg nhieu lam,3
bình thường như bao coop khác,3
giá cả hợp lý,3
khá ok nhưng chưa phong phú về chủng loại mặt hàng so với các nơi khác,4
siêu thị nhiều hàng hoá đa dạng tiện lợi,4
không có cầu thang thông bên trong siu thị phải đi ra sảnh để lên lầu nên hơi bất tiện,4
trừ sao vì cô bán đồ ăn trong ngày lúc giảm giá,4
siêu thị nhỏ bán ít đồ lắm,4
đa số các mặt hàng đều đầy đủ đông nên tính tiền hơi lâu,4
ở đây có bán máy rửa mặt lumispa myphamnuskin không nhỉ,4
cũng được có mấy món giá cũng chát quạt máy đồ ăn sẵn,4
có nhiều mặt hàng để mua sắm,4
đẹp sạch vì mới nhưng quy mô vẫn khá nhỏ nằm mức trung bình,4
siêu thị khá đầy đủ nhân viên hỗ trợ nhiệt tình,4
đồ dùng chưa phong phú nhân viên chưa thân thiện lắm hàng hoá chưa đáp ứng,4
siêu thị tốt nhiều đồ nhưng không quá nhiều nhân viên nhanh nhẹn,4
sạch sẽ đa dạng hàng hoá,4
nói chung vẫn thiếu đồ so với siêu thị lớn nhưng vẫn ôbr,4
giá giữ xe lượt cao hơn những chỗ khác,4
gửi xe không quá mắc thua cái bãi xe không đáng,4
shopping dễ dàng gửi xe vui vẻ,4
hàng hoá bán tương đối ổn nhưng không đầu đủ lắm,4
siêu thị dưới tầng trệt chung cư phương nam mặt bằng chung khá ổn,4
giá cả bình ổn,3
coốp hệ thống rộng khắp,3
vệ sinh kém,3
gửi xe khó chịu,3
hơi đông và chật,3
hàng hoá hơi ít,3
mua sắm nhanh,3
phục vụ chán,3
ok giá,3
không thích lắm,3
tạm ổn thôi,3
tiện lợi,3
diện tích hep,3
sieu thi ok,3
tạm được,3
hàng hơi ít,3
cũng được,3
mặtôi bằng thoáng,3
cũng ol lắm,3
tạm,3
nơi mua sắm đáng tin cậy thuận tiện giao thông đồ dùng dụng cụ đầy đủ nhà bạn thiếu gì thì ghé co opmart nhé co opmart trảng bàng,5
hàng hoá phong phú giá bình dân rất tiện ích,4
thích khi có tiền để mua hàng trong siêu thị,4
vì còn hơi ít mặt hàng gia dụng được bày bán,4
hàng hoá đa dạng nhân viên phục vụ tốt,4
đầy đủ hàng hoá nhưng dịch vụ chưa tốt,4
có chung cư ngon lành cành đào mình cũng thích,4
hơi nhỏ không được nhiều đồ lắm,4
hơi nhỏ như tiện,4
mặt hàng chưa đa dạng ít nhân quầy thanh toán,4
nhiều mặt hàng đồ ăn tươi ngon,4
sạch sẽ tuy nhiên còn chưa đa dạng mặt hàng,4
được đồ rất nhiều mà có tính tôi hơi chậm,4
thực phẩm tươi ngon phục vụ nhanh chóng,4
siêu thị rộng rãi nhiều hàng hoá,4
siêu thị khá bự đa dạng hàng thanh toán momo ok,4
chưa vô miễn đánh giá sao ủng hộ,4
khá ok giá giữ xe cao quá,4
nhân viên phục vụ tận tình vui vẻ,4
đa dạng mặt hàng nhân viên lịch sự,4
thực phẩm đủ dùng cơ bản thôi ak,4
rất nhiều hàng hoá nhưng cơ sở chưa đầu tư nhiều fioosng mấy siêu thị khác,4
khu quầy quần áo rất ngộp kk do mặt bằng bố trí l người lớn tuổi bệnh tim vào tránh khu quần áo ra hệ thống hút gió không có quần áo giá cũng mắc hơn ngoài ít ai mua giá chênh lệch bách hoá xanh từ không,4
nhiều mặt hàng đa dạng ai không thích đi chợ thì ghé siêu thị là biện pháp tốt nhất sạch sẽ tiện lợi mát mẻ bình ổn giá nhưng được biết thì bãi giữ xe không phải của siêu thị nếu có hoá đơn mua hàng thì gửi xe chỉ nghìn còn đằng này bãi giữ xe thâu nghìn còn nói đây không phải bãi xe của siêu thị,4
đáp ứng các loại nông sản trái cây tươi ngon phu hợp cho những hộ gia đình mua sắm cuối tuần vừa mua sắm vừa ăn uống vui chơi,4
hàng hoá giá tốt hơn so với coopfood coop extra nhưng thỉnh thoảng treo thông báo giảm giá ảo trên bảng giá để giảm còn đ nhưng khi tính tiền thật thì đ sản phẩm sữa tắm coopmart trong ngày và,4
thuận tiên,3
nhỏ,3
tốt,3
phục vụ tốt,3
tạm,3
siêu thiij,3
nơi này rất thuận tiện để mua sắm có đủ chỗ đậu xe cho tất cả các loại xe máy với một khoản phí nhỏ các loại trái cây và rau qủa luôn tươi ngon và bạn có thể tìm thấy mọi thứ bạn đang tìm kiếm gần đây họ đã sửa sang lại nó có tên là coopmart và làm cho nó trông đẹp hơn tôi không khuyên bạn nên chuẩn bị sẵn đồ ăn ở đó vì nó đã ở ngoài cả ngày bạn trai tôi đã thử ăn một trong những món ăn do họ chuẩn bị sẵn và anh ấy phải vứt nó đi vì không ăn được,3
ở đây không có nhiều thứ như ở các co opmarts khác bãi đậu xe thuận tiện chỉ có atm của ngân hàng được lắp đặt,3
coopmart không quá lớn nhưng khá đầy đủ,3
việc thanh toán sẽ mất nhiều thời gian,3
được rồi,3
tốt,3
giá hơi đắt,3
dịch vụ tốt,3
bình thường,3
mặt hàng đa dạng giá rẻ,4
hàng hoá đa dạng giá hơi cao,4
khá ok giá đắt hơn bách hoá xanh,4
sản phẩm đa dạng giá cả phải chăng,4
gửi xe bất tiện và khó chịu,4
tạm được nvien hơi lề mề thiếu linh hoạt,4
cũng ổn mặt hàng khá đa dạng,4
giống như các cửa hàng tạp hoá,4
hàng hoá vẫn còn thiếu nhiều thứ,4
cuối tuần đông người thanh toán hơi chậm,4
rộng rãi mặt hàng phong phú đa dạng,4
giờ coop tốt hơn nhiều rùi sạch hơn hiệu qủa hơn,4
khu trung tâm thương mại yêu thích,4
nhỏ gọn tạm ổn cho nhu cầu,4
tạm được còn thiếu chỗ ăn,4
vui long khách đến vua long khách di,4
khá đầy đủ khỏi phải ra chợ,4
chỗ để xe hơi nhỏ,4
giá hơi cao,4
bãi giữ xe hơi chật,4
dịch vụ chăm sóc khách hàng rất tốt có nhiều mặt hàng có khu vui chơi cho trẻ em nhà vệ sinh sạch sẽ ngày liên hiệp htx tm tp hcm saigon co op chính thức khai trương siêu thị co opmart trảng bàng tại khu phố lộc an thị trấn trảng bàng huyện trảng bàng tỉnh tây ninh đây là co opmart thứ tại tỉnh tây ninh và là thành viên thứ của chuỗi siêu thị co opmart phân bố rộng khắp cả nước lễ khai trương co opmart trảng bàng co opmart trảng bàng có vốn đầu tư hơn tỉ đồng tổng diện tích sử dụng trên mình kinh doanh trên mặt hàng nhu yếu gồm thực phẩm hoá phẩm may mặc thời trang đồ chơi đồ dùng gia đình điện máy gia dụng và hàng lưu niệm cùng với hệ thống co opmart co opmart trảng bàng sẽ là điểm bán hàng bình ổn giá phục vụ người tiêu dùng địa phương và các khu vực lân cận ngoài ra co opmart trảng bàng cũng cung cấp các dịch vụ tiện ích như gói quà miễn phí đặt hàng qua điện thoại giao hàng tận nơi miễn phí trong bán kính khuyến mãi cho khách hàng có hoá đơn mua sắm từ đ trở lên co opmart trảng bàng dành nhiều ưu đãi cho khách hàng khi tham gia chương trình khách hàng thân thiết như tích luỹ điểm nhận chiết khấu thương mại tặng phiếu giảm giá nhân dịp sinh nhật tặng quà tết và mua hàng giảm giá đặc biệt và cá,5
siêu thị đẹp lắm mọi người ơi hihi,5
siêu thị gần nhà nên thường xuyên ghé siêu thị mua hàng hoá sử dụng dịch vụ nên đa dạng hàng hoá nhiều chủng loại để khách hàng có thể có nhiều sự lựa chọn,4
co opmart hậu giang bán nhiều mặt hàng đa dạng có giao tận nơi cho khách hàng,4
siêu thị hơi ít chủng loại thực phẩm có nhiều thứ mình cần mà không có như cải kale bắp nếp ớt sừng bánh mì pita lần sau đành phải đi các chi nhánh coop lớn hơn vậy,4
siêu thị khá lớn không có chỗ đậu xe hơi hàng hoá khá đa dạng nhân viên lịch sự,4
hàng hóanh phong phú giảm giá tốt nhiều mặtôi hàng rất chất lượng thiếu không gian âm thực,4
bán đồ mỹ phẩm bỏ tủ khoá lại muốn xem lựa hay mua phải đợi hic,4
nơi mua sắm ưa thích tiếc là phải trả tiền xe không,4
thương hiệu bán lẻ uy tín hàng hoá phong phú giá cả cạnh tranh,4
hàng hoá và dịch vụ ok,4
hàng hoá ít đủ dùng,4
giá cả hợp lý,4
vị trí đẹp thuận tiện,4
hàng hoá tương đối nhiều,4
thoải mái mua sắm nha,4
tạm được,4
nơi mua sắm cho mọi nhà,4
sợ ma văng quá mà,4
ít hàng,4
phục vụ tốt,4
thuận tiện đi lại sạch sẽ,4
hơi nhỏ,4
nói chung mình thích coop mart,4
đầy đủ đồ dùng,4
giá cao,4
khá ổn,4
mua sắm rất tốt,4
có chuột,4
mua sắm thôi,4
noi mua sam ly tuong,4
bãi xe nhỏ,4
giá rẻ,4
tieu chuan sao,4
lịch thiệp thân thiện,4
sản phẩm hơi ít,4
tạm ổn,4
đầy đủ,4
tiện dụng,4
đồng ý,4
tạm ổn ít hàng,4
đa dạng,4
đủ thứ,4
tiện lợi,4
siêu thị ok,4
hàng ít,4
tốt,4
dien,4
bình thường,4
tiện,4
thuân tiên,4
một chút nhỏ quầy dành cho những người có ít hơn món chấp nhận tất cả mọi người hàng dài người chờ đợi,4
nơi tuyệt vời cho tất cả các mặt hàng gia dụng cơ bản của bạn sản phẩm tươi sống thịt cá và hơn thế nữa nhanh chóng để vào và ra họ cũng lấy thẻ tín dụng,4
vị trí tốt nhân viên hữu ích và môi trường mua sắm tốt đẹp không lớn như các chi nhánh khác nên lựa chọn hạn chế,4
siêu thị nhỏ không sao khi chúng ta cần thứ gì đó,4
trải nghiệm tốt khi mua sắm ở đây một trung tâm mua sắm có mọi thứ cho cuộc sống hàng ngày,4
siêu thị nhỏ đủ các vật dụng gia đình để sử dụng hàng ngày không đa dạng về mặt hàng như các coop mart lớn khác,4
bạn có thể tìm thấy mọi thứ ở đây cần thiết trong thói quen hàng ngày của bạn,4
nó tốt nhưng hơi nhỏ,4
tốt,4
phù hợp với nhu cầu sinh hoạt hàng ngày của gia đình,4
vâng được,4
điểm dừng cho pokemon,4
nơi tốt cho hàng tạp hoá và thực phẩm,4
được rồi,4
sẽ rẻ khi có khuyến mãi,4
nhiều hàng hoá giá ổn,5
trước mặt coopmart là công viên mọi người đi dạo và mua sắm,5
nhân viên tn thái độ rất tệ thiếu chuyên nghiệp chưa thấy nhà bán nào đã bán mắc hơn giá thị trường rồi lại còn chẳng để ý đến việc đào tạo tác phong thái độ của nhân viên,1
nhân viên tự ý tích điểm trên hoá đơn mà không xin phép hay hỏi khách có được quyền tích điểm hay không nhân viên quá bất lịch sự,1
p bảo vệ đã đuổi khách rồi,1
cần xem lại bộ phận nhận hàng có thang máy mà bắt nhân viên giao hàng cõng hàng lên thang bộ hàng ít thì không nói đằng này hàng rất nhiều,1
sản phẩm dán giảm giá rõ ràng xong mình mua mua xong tính tiền mình tin tưởng với đang vội nên không kiểm tra lại tối kiểm tra lại mới thấy tính tiền mình giá gốc không hề có giảm giá đã bị nhiều lần từ giảm giá tới hàng khuyến mãi tặng kèm tính tiền luôn hàng khuyến mãi,1
mình mua voucher rồi nhân viên kêu là mua nhiều quá không cho phong bì được mà mình nói là mình mua thêm vì đi tặng không ai để không v được rồi xuống thì bth chị nhân viên sẽ đưa mình thẻ giữ xe để không lấy tiền vì mình khách quen mà thường mua buổi sáng có nay mua chiều cái gặp chị này đi lên kiu chị cho em cái thẻ cái chị kêu bill tr mới có chán thật chứ không gần nhà thì cũng chẳng bao giờ đi thái độ nhân viên chán hẳn nên say bai,1
nhân viên nữ và nhân viên nam quầy thanh toán hàng hoá và nhân viên nữ quầy chăm sóc khách hàng thái độ rất tệ với khách hàng nhất là nữ nhân viên quầy thanh toán làm việc rất không chuyên nghiệp,1
nhân viên thu ngân không linh động giải quyết vấn đề,1
tại co opmart hùng vương tp hcm em không hiểu vì sao lại bị nói như vậy chuyện là em có ý kiếm khẩu trang và đag tìm loại màu trắng nhưng vì trên kệ chỉ còn xám và xanh nên em nói vu vơ với bn là kiếm màu trắng mà hết rồi nên thôi và cô nhân viên gần đó có nghe và chỉ lên kệ nói có khẩu trang trên kệ đấy em có trả lời lại cô là dạ con kiếm màu trắng mà không có nên cô lại xem và thấy đúng như v sau đó cô lại chị nhân viên gần đó hỏi gì đó người nói gì em không nghe rõ nhưng em nghe được câu của chị nhân viên là thằng đó không biết đọc chữ à trong khi trước đó em không có nhu cầu hỏi cô hay chị về thứ em cần em không biết tại sao mình lại phải nghe những lời nói như v hay là xúc phạm khách hàng đối với co opmart là chuyện bình thường,1
coi lại cách làm việc tao đặt online mà bữa nay vẫn chưa giao vãi tới bữa nay ngày cũng không có cuộc gọi đơn hàng im ru làm ăn kì vậy bây bữa nay vẫn im ru bữa nay ngày bên copmar không lời xl hay phản hồi về đơn hàng sau nhiều lần phản ánh giữa tháng copmart gọi điện xl đơn hàng anh bị trôi em không thấy ghê chưa anh có lấy không em giao lại vãi copmart làm ăn vãi,1
đặt từ đến trưa vẫn chưa nhận được hàng trên app sài gòn coop thì ghi đã soạn hàng nên không huỷ đơn được thực phẩm tươi sống mà để từ lúc soạn hàng xong đến ngày chưa giao thì đến tay khách hàng sẽ như thế nào,1
tệ nhân viên thì thái độ mùi thì hôi dù không muốn nhưng phải mua vì gần chỗ ở,1
nhân viên giao hàng thái độ để đúng địa chỉ tìm không ra thì điện thái độ này nọ,1
rất dơ bán hàng không trật tự,1
khách quên mang khẩu trang vô cũng bán không cái không scan cho được,1
nhân viên khó chịu khó chấp nhận được sao và deoó bao giờ quay lại nữa,1
hàng hoá nghèo nàn giá mắc không mua được gì cả,1
chờ quá lâu không có mái che nắng,1
thái độ nhân viên phục vụ quá tệ,1
quá nhỏ,1
được rồi,4
đã dời địa điểm,1
nhỏ phức tạp,1
tạm,1
bé nhỏ,1
chi nhánh này nhỏ xíu giữ xe trên vỉa hè không có thẻ xe đàng hoàng mà lấy tiền xe không trong khi các chi nhánh khác to hơn lấy có không rất chê không quay lại lần sau,2
không gian nhỏ nên sẽ ít đồ hơn số chi nhánh lớn thang cuống xập xệ ghê lắm,2
tôi thấy siêu thị khá ok nhân viên cũng khá tốt bảo vệ khá hoà đồng hàng hoá nhiều loại vừa rẻ vừa chất lượng,5
shop nhỏ nhưng phục vụ rất tốt,5
giữ xe miễn phí đậu xe ở trước rồi vào siêu thị không mất time đỗ xe,5
coopmart nhỏ gọn đầy đủ hàng hoá nhu yếu,5
sạch đẹp thoáng mát giá ổn định phục vụ tốt,5
rộng rãi mát mẻ ít khách nên không phải chờ tính tiền nhân viên vui vẻ,5
sao nhé đồ ăn ngon rẻ mọi thứ giá ok lắm đồ ăn sạch và ngon nói chung siêu thị nhỏ nhưng ok lắm,5
đa dạng ngành hàng thái độ nhân viên tốt nhưng một số mặt hàng số lượng không đảm bảo khuyến mãi nhiều,5
nhiều đồ tiêu dùng tốt,5
nơi mua sắm đáng tin cậy,5
nhà vệ sinh sạch đẹp mua hàng tiện lợi thân thiện,5
hàng hoá chất lượng nhân viên nhiệt tình độ đông đúc vừa phải quầy chế biến thực phẩm rất ngon khẩu vị khá hợp nhiều chương trình mua hàng thứ giá rẻ ngoài ra điểm cộng là dễ ghé và bãi giữ xe rộng thoáng quầy quét thẻ có màng chắn đảm bảo không kế bên là cột atm vietcombank rất tiện lợi địa chỉ tin cậy để mua sắm giá cạnh tranh hơn hẳn các hệ thống khác,5
hàng hoá dồi dào giá cả chấp nhận được mua nhiều hội viên được nhiều ưu đãi khuyến mại nên đơn giản hoá phần này nhiều ưu đãi không thực tế hữu ích không sử dụng được hội viên phân biệt vàng xanh đỏ rất rắc rối không cần thiết làm khách hàng thêm mệt,5
siêu thị cung cấp đầy đủ lương thực thực phẩm chúng ta cần đảm bảo an toàn sức khoẻ và thực hiện biện pháp không trong tình hình dịch covid,5
thức ăn nấu sẵn tươi ngon và khá đa dạng rất sạch sẽ nhân viên vô cùng thân thiện và lịch sự với khách,5
phục vụ niềm nỡ sản phẩm tương đối đầy đủ tuy nhiên diện tích hơi nhỏ một vấn đề nhỏ cần khắc phục là nhà vệ sinh không có giấy vệ sinh,5
có xe đẩy trẻ em thích để xe thoải mái không quá đông khi mua sắm,5
tuy nhỏ nằm ở khu vực bình thuỷ nhưng vẫn đầy đủ các mặt hàng mát mẽ các đồ ăn còn tươi sống nhân viên vui vẽ,5
địa điểm mua sắm lý tưởng cho gia đình có nhiều chương trình khuyến mãi riêng hấp dẫn thức ăn ngon giá hợp lý,5
tôi rất thích đi co opmart bình thuỷ gần nơi tôi ở hàng hoá dễ mua giá cả ổn định nhân viên thân thiện nói chung là ok,5
giá được bãi đậu xe chỉ đông vào cuối tuần,5
nơi tham quan mua sắm lý tưởng tuy nhiên mình tìm hoài không thấy quán trà sữa hy vọng sớm bổ sung,5
hàng hoá đa dạng phong phú chất lượng giá cả phải chăng,5
không gian rộng rãi dịch vụ đa dạng phù hợp đi chơi buổi tối,5
rộng rải sạch sẽ lịch sự,5
đại lý gas hoàng nguyên,5
